row_index,tag_name,persons,has_person
264,public_health,"Anthony Fauci, Donald Trump, John Bolton, Mike Pompeo, Brian Hook, Joe Biden",1
265,public_health,"Digiorno, Frozen",1
266,public_health,"Russell, Smss, Seki, Russell Studdard, Claudia Hammond, Anne Robinson, Anne, Tim Frieder",1
267,health_campaign,"Jim Justice, Abraham Lincoln, Bette Midler, Joe Manchin, Joe Biden, Kiss, Randall Reid-Smith, Donald Trump, Alex Mooney, Glenn Elliott, Arthur Boreman, Tell Glenn, Cass Gilbert, John Co., John Brown",1
268,public_health,"Judy Monroe, Lillie Head, Christopher Koller, Mandy Cohen, Julie Morita",1
269,world_health_leadership,"Rowley Disappointed, Keith Rowley",1
270,public_health,Paula Ward,1
271,public_health,"Jeremy Farrar, William Schaffner, Hilary Babcock, Muscle, Diarrhea Bird",1
272,public_health,"Brian Scott, John Curley, Jaws, Stephen Spower, Robert Shaw, Richard Dreyfus, Steven Spielberg, John Everett",1
273,public_health,"Yehuda Carmeli, Alexandre Germay, Aztreonam Monotherapy., Reygaert Wc, Boyd Se, Antimicrob Chemother, Carmeli Efficacy, Glob Resist",1
274,public_health,"Sharks, Grayson Brown, Ryan Gosling, Colbert Questionert, Stephen Colbert, Ding, Susan Brink",1
275,public_health,Produce Rx,1
276,public_health,"Elisha Frye, Mohammed Nooruzzaman, Melissa Laverack, Sebastian Oliveira, Leonardo Caserta, Manigandan Lejeune, Diego Diel, Urine, Fourth",1
277,public_health,"Oracle, Baxter International, Everbridge, Mobile Heartbeat, Jive Software, Breakdown, Tier, Aashish Mehra",1
278,public_health,"Mike Johnson, Hannah, Joe Biden, Saint Paul, Karl-anthony",1
279,public_health,"Anthony Ross, Debuts Lead",1
280,public_health,"Annovis' Founder, Maria Maccecchini, Scott Shipman, Jane King, Annovis, Annovis Bio",1
281,public_health,"Paula, Jair Bolsonaro, Sanaa, Borneo, Rebecca Kesbysakkesby, Nordic Chaplin",1
282,health_campaign,"Amit Shah, Rajnath Singh, Chirag Paswan, Nitin Gadkari, Modi, Ayushman Bharat'",1
283,public_health,Clade Ib,1
284,public_health,"Devi Updated, Elisa Reyes, Matthew Kusher, Plaza Sol, Acklema Mohammad, Mo, Manuel Vazquez, Temika Simmons, Jackson",1
285,public_health,"Latipo, Gwynn, Rana Alyssa, Maria Npr, Samantha Harvey, Andrew Limbong, Edmund Val, Andrew Lembong",1
286,public_health,"Alec Tyson, Donald Trump, John Davis",1
287,public_health,"Frankenstein, Nitazene, Steven, A Multi-, Is, Liquids, Nasal Sprays, Jared Brown, Alex Harpum, Anne Jacques, Of, Grip Communities, Took, Scott, With, Not, Spiraled, Curtis's, Remains, Currently, Providers, Enough",1
288,public_health,"Influenza Strain, Amesh Adalja, Nirav Shah, Philip Zelikow",1
289,public_health,Rishabh Jaiswal,1
290,public_health,"Jd Vance, Marco Rubio, Worldwide Act, Tom Hartman, Jones Besito",1
291,health_campaign,"Stephen Addona, Jeanne White-Ginder, Ryan White, Jeanne, Stephen, Ryan",1
292,public_health,"Sahel, Amado Andres, Togo, Leonardo Santos",1
293,public_health,,0
294,public_health,"Kenya Joseph, Food Stamps",1
295,public_health,"Brick Springs, Brick, Jim Boys, Donald Trump, Bradley Blackburn",1
296,public_health,"Emma Farge, Ngwakum",1
297,public_health,"Maria Torres, Moreira, Akdis, Mohamed Shamji",1
298,public_health,"Keith, Claire, Broncos Jersey, Trevor, Darius Ar",1
299,public_health,Rebecca Sunenshine,1
300,public_health,"Cdt Jun, Federica Amati",1
301,public_health,"Jennifer Homendy, Pete Buttigieg, David Shepardson, Jonathan Oatis, Rod Nickel",1
302,public_health,"Kate, James, Veksler, Trophy, Tembabavuma, Huma, Lin Verdon",1
303,public_health,"Sam Brock, Ronald, Austin, Sam",1
304,public_health,"Vincent Marchello, Kameron Matthews",1
305,public_health,"Beckman Coulter, Diasorin Spa, Radioligand Therapy",1
306,public_health,"Anthony Ross, Generate",1
307,public_health,"Issa Bawzer, Kenny, Jaden Herr, Kyle Burton, Miranda Sorlie",1
308,public_health,"Jd. Vance, Matthew Hatcher, Chris Cook, Vile",1
309,public_health,"Gursimran Kaur, Susan Fenton",1
310,public_health,,0
311,public_health,"Kenna Fricke, Breakthrough Campaigns",1
312,public_health,"Norma Sanchez, Rais Vohra, Lindsay Good",1
313,public_health,"Marc Elrich, Duwem Onwubiko",1
314,public_health,"Michael Bloch, Constantino Miguel, Primeiros, Santos, Igor Feitosa, Arthur Caye, Marcelo Hoexter, James Leckman, Neison Harris, Angeli Landeros-Weisenberger, Gustavo Goldman, Zheng Wang, Jorge Alfaro-Murillo, Thaila Fernanda, Reis, Richard Trinidade, David Evans, Thales Pescarini, Osvaldo Ndonga, Michelle Bell, Mary Pinchot, Beyond Russo, Giorgio Tome, Carlos Henrique, Nicole Deziel, Joshua Gendron, Carlos Hotta, Monica Peloso, Man Li, Yushi Xia",1
315,public_health,"Jonathan Cohen, Columbia Reports, Paul Tonko, Richard Blumenthal, Kalshi, Dustin Gouker, Fanduel, Jamie Foxx, Kevin Hart, Manning",1
316,public_health,"Mindgruve, Nobutts, Kick, Chad Robley, Kick California, Emily Aughinbaugh",1
317,public_health,"Robin Millard, Margaret Harris, Bavarian Nordic, Kamala Harris, Bronwyn Nichol, Tedros Ghebreyesus, Tedros",1
318,public_health,"Donald Trump, Leah Jordan, Eli Thompson",1
319,public_health,"Joseph Khabbaza, Keaton",1
320,public_health,"Joe Biden, Donald Trump, George Vradenburg",1
321,public_health,"Aaron Bernstein, Caroline Reinwald",1
322,public_health,"Healthy Teeth, Healthy Life, Healthy Tribe, Healthy Looking, Anishinaabe, Jessica Rickert, Consume, Mullins, Kathrin Ziegler, Julie Seager, Michael Kosdon, Ira Handshuh, Listerine, Plotka",1
323,public_health,"Monica Holmberg, Hemoglobin",1
324,public_health,"Prevent Blindness, Kay Chaplin, Prevent Of, Donna Fishman, Kira Baldonado, Sarah Hecker",1
325,public_health,"Alpine, Catherine Vautrin, Rousseau",1
326,public_health,"Jesse Mitchell, Gene Hackman, Betsy Arakawa, Jonathan Vigliotti, Jonathan, Tom Hanson, Kimberly Sullivan, Kim, Sullvan, Colonial Penn",1
327,public_health,Zachary Myers,1
328,public_health,"Robert Kennedy, Paul Offit, Bill Cassidy, Donald Trump",1
329,public_health,"Vaccines Set, Zhifei, F Rsvpref, David Correa",1
330,public_health,"Robert Kennedy, Donald Trump, George Bush, Barack Obama, Carla Johnson, Mike Stobbe",1
331,public_health,,0
332,public_health,"Ct, Foster, Olusimbo Ige",1
333,public_health,Key Cagr,1
334,public_health,"Jay Bhattacharya, Anthony Fauci, Joe Biden, Bill Cassidy, Donald Trump",1
335,public_health,"Marcus Plescia, Brandy Darby, Jeffrey Crowley, Elizabeth Finley",1
336,public_health,,0
337,public_health,Dinesh Rao,1
338,public_health,"Jane Grover, Hart, Kathleen Hoke, Stanley Chang, Debora Teixeira, Shean Dalton, Stuart Cooper",1
339,public_health,"Brenda Goodman, Bonnie Henry, Jennifer Nuzzo",1
340,health_campaign,"Robert Kennedy, Erin Burns, Fierce Pharma, Marla Dalton",1
341,public_health,,0
342,public_health,"Rabat, Mohamed Aaroussi",1
343,public_health,"Sara, Russell Tino, Russeletino, Scott Tong, Peter O'dowd, Donald Trump, Robert Kennedy, Aisha, Dean, Joe Biden, Shaw, Lex Friedman",1
344,public_health,"Anthony Fauci, Ron Johnson, Anand Parekh, Tom Frieden",1
345,public_health,"Robert Jr, Robert Kennedy, Bill Gates",1
346,public_health,"Sanjay Vashee, Rockville Campus, Mycoplasma, Gene Tan, Norberto Gonzalez-Juarbe, J. Venter, Matthew Lapointe",1
347,public_health,"Donald Trump, Cnn Newsource",1
348,public_health,"Hugo Souzamay, Amy Rene, Shutterstock, Enterobacteriaceae, Hiseq Illumina, Joana, Mafalda, Freitas, Novais Carla, Antunes, Euro Surveill",1
349,public_health,Kathy Hochul,1
350,public_health,"Muhammad Yunus, Rafiqul Islam, Majid Molla, David Nalin, Richard Cash, Thomas Bollyky, Junaid Nabi",1
351,public_health,"Kari Eckheart, Jerome, Kari",1
352,public_health,"Eric, Robert Kennedy, John, Joe Keery, Joe, Anthony Mason, Ashley Graham",1
353,public_health,Dt Nguyen,1
354,public_health,"Gene Hackman, Betsy Arakawa, Krys Shahin",1
355,public_health,"Africa Cdc, Ngashi Ngongo, Jean Kaseya, Anait Miridzhanian, Jonathan Oatis",1
356,public_health,"Kristi Noem, Ed, Ryan Jake, Jennifer Karas, Joe Biden, Michael Kranish, Allison, Monica Ricks, Rapp, Tom, Pete, Mark",1
357,public_health,"Donald America, Janette Nesheiwat, Donald Trump, Marty Makary, Robert Kennedy, Joe Biden, Armstrong Williams",1
358,public_health,"Donald Trump, Elon Musk, David Fleming, Joe Biden, Michael Osterholm, Andrew Nixon, Robert Kennedy, Arielle Kane, Michael Iademarco, Joshua Sharfstein",1
359,public_health,"Thomas Rademacher, Gylden Pharma, Zosano",1
360,public_health,"Advance Prevention, Xeno, Dennis Kim, Larry Sutton",1
361,public_health,Alexa Malchuk,1
362,public_health,Donald Trump,1
363,public_health,"Tedros Ghebreyesus, Gregg Gonsalves, Anne Rimoin, Nicole Lurie",1
364,public_health,"Tai Forest, Ervebo",1
365,public_health,Andreessen Horowitz,1
366,public_health,Melissa Jezior,1
367,public_health,,0
368,public_health,Taylor Farms,1
369,public_health,"Caroline Kennedy, Caroline, Jfk, Sheila Kennedy, Robert Kennedy, Bobby, Stephen, Michael Bennet, Ya Numb, Bernie Sanders",1
370,public_health,,0
371,public_health,"Wanfang Datebase, Higgins, Bias, Egger, Yang, Mei Al, Zhang Al., Jilin, Inner Mongolia, Obetta Kc, Tabriz",1
372,health_campaign,,0
373,public_health,"Donald Trump, Mike Johnson",1
374,public_health,"Richie Greenberg, Nancy Tung, Chesa Boudin, Bilal Mahmood, Latinos, Bilal",1
375,public_health,"Golam Sarwar, Geetu Kumari, Sanjay Wijesekera, Aleksandar Bodiroza",1
376,public_health,"Donald Trump, George O’toole, Barbara Burtness, John Prensner, Cancer Advisor, Olivier Elemento, Charles Ezell, William Alsup, Elon Musk",1
377,public_health,"Joe, Junaid Wazir, Kibepatunkua",1
378,public_health,"Robert Kennedy, Carla Carreno, Scott Weaver, Marc Seigel",1
379,public_health,"Peter, Gmail, Jamie",1
380,public_health,,0
381,public_health,Dtap,1
382,public_health,"Lee Zeldin, Donald Trump, David Dunlap",1
383,public_health,"Tina Kotek, Jessica Pederson, Ted Wheeler",1
384,public_health,"Sodiq Ojuroungbe, Ebute Meta",1
385,public_health,"Bird Infections, Donald Trump, Nahid Bhadelia",1
386,public_health,"Joe Piscopo, Ramsey Mazda, Francis Sinatra, Richard Nixon, Ronald Reagan, George Bush, Donald Trump, Oval, Roger Stone, Wabc It, Wabc E., Doug Piro, Patriot, Nigel",1
387,public_health,Susan Hopkins,1
388,public_health,"Antigua, Barbuda, Jacqueline Jnobaptiste, Lester Bird, Gail-Ann Fortune",1
389,public_health,"Laura Gottesdiener, Brendan Monterrey, Meth, Evalinda Barron, Rosa Icela, Andres Obrador, Nuevo Leon, Carlos Magis, Cecilia Farfan-Mendez, Hugo Lopez-Gatell, David Saucedo, Josue Gonzalez, Mexicali, Nogales, Gerardo Palacios, Juan Roque, Lopez, Brendan O'boyle, Jackie Botts, Frank Daniel",1
390,public_health,"Averardo Orta, Ceo Bologna",1
391,public_health,Bavarian Nordic,1
392,public_health,"Spencer Cox, Brad Kessler, Robert Kennedy, Stephanie Gricius, Lorna Koci, Rodney Thornell",1
393,public_health,"Listeria Monocytogenes, Microgen Listeria-Id, F. Hoffmann-La, Aurobindo Pharma",1
394,public_health,"Joe Vithayathil, Joe",1
395,public_health,"Nitin Sood, John Gilardi, Lisa Mannagottera",1
396,public_health,"Kevin Donaldson, Nora Volkow, Nabarun Dasgupta, Dan Salter, Keith Humphreys, Brad Finegood, Rahul Gupta, Daniel Ciccarone, Dennis Couchon, Rachel Winograd, Mark Levine, Eric Breeyear, Julie Bond",1
397,public_health,"Norman Warns, John Hines, Ralph Norman",1
398,public_health,"Ram, Narendra Modi, Schama, Gramm, Cameron, Joseph Boakai, Donald Tusk",1
399,health_campaign,,0
400,health_campaign,Mike,1
401,public_health,"William Schaffner, Jill Bronaugh, Paul Offit, Chad Smelser",1
402,public_health,Chris Croblang,1
403,public_health,,0
404,health_campaign,"Paul Alexander, Daniel Spinks, Jamie Stengle",1
405,public_health,"Bill Gates, Donald Trump",1
406,public_health,"Vitamin K, Vitamin D, Vitamin C.",1
407,public_health,"Rajeev Bal, Justin Schecker",1
408,public_health,Echeverri,1
409,public_health,"Stefany Guerrero, Children Can",1
410,public_health,"Johnny Moore, Pastor Trump, Jim Morrison",1
411,public_health,,0
412,public_health,,0
413,public_health,Hanlon Law,1
414,public_health,"Jay Bhattacharya, Robert Kennedy, Martin Makary, Brian King, Mitch Zeller, Robert Califf, Joe Biden, Donald Trump, Patty Murray, Georges Benjamin, Tom Frieden, Barack Obama",1
415,public_health,"Approval Mondavi, Robert Kennedy, Donald Trump",1
416,public_health,Produce Rx,1
417,public_health,"Will Rucker, Lisa Nichols, Brad Phone",1
418,health_campaign,"Alice Kanga, Pierre Demba, Adrian Hill",1
419,public_health,"Steve Patterson, Robert Kennedy, Vaughn Hillyard, Ron Desantis",1
420,public_health,"Donald Trump, Joe Biden, Ariel Cohen, Robert Kennedy, Dave Weldon, Jay Bhattacharya, Shelley Capito, Tommy Tuberville, Georges Benjamin, Cdc Weldon, Weldon, Richard Besser",1
421,public_health,"Citi Concert, Richard Engel, Kamala Harris",1
422,public_health,"Gayle King, Roxanne, Teddy Swims, Amanda Nguyen, Donald, Donald Trump, Gouder",1
423,public_health,"George Stephanopoulos, George, Robert Kennedy, Journalgeorge, George Jha",1
424,public_health,"Coartem Baby, Quique Bassat, Bhargavi Rao, Coartem",1
425,public_health,"Monterrey, Meth, Evalinda Barron, Rosa Icela, Andres Obrador, Nuevo Leon, Carlos Magis, Cecilia Farfan-Mendez, Hugo Lopez-Gatell, David Saucedo, Josue Gonzalez, Mexicali, Nogales, Gerardo Palacios, Juan Roque, Lopez, Laura Gottesdiener, Brendan O’boyle, Jackie Botts, Frank Daniel",1
426,public_health,Dee Jones,1
427,public_health,"Candida Auris, Anastasia Wasylyshyn, Vigna",1
428,public_health,"Amblyomma, Powassan, Deep Woods, Johnson, Racine, Madison, Burtis Al, Product F, Product K, Stafford Kc, Nawrocki Cc, Hinckley Af, Ticks Dis, Ticks, Avoid, Emerg Dis, Hansen Ia, Parise Cm, Foster E, Eisen Comparison, Parasit Vectors, Eisen L., Trends Parasitol, Vienna, Schulze Tl, Jordan Ra",1
429,public_health,"Karim Baroudi, Diocesan",1
430,public_health,"Greg Abbott, Donald Trump, Robert Kennedy, Ben Baker, Larry Leitha, Rob Kelly, Kendall, Tom Green, Williamson, Aidan Duncan, Charles Hanson, Joshua Bickel, Jim Vertuno, John Hanna",1
431,public_health,"Kendall Greene, Mia, Keith Powers, Bodega",1
432,public_health,"Famous Yeti, Bonnie Armstrong, Cale",1
433,public_health,"Healthy Neighborhoods, Sabrina Novak",1
434,public_health,"Ian Patton, Sean Wharton, Lisa Schaffer",1
435,public_health,"Halle Berry, Berry, Patty Murray, Lisa Murkowski, Besides Berry, Joe Biden, Monica Bertagnolli",1
436,public_health,"Donald Trump, Benjamin Jin, Joel Zinberg, Monica Bertagnolli, Joe Biden, Robert Kennedy, Brett Giroir, Anthony Fauci",1
437,public_health,"Dave Chokshi, Ted Alcorn, Eleanor Klibanoff, Lygia Navarro, Donald Trump, Ed Kelley, Fellows, Pien Huang, Joanne Kenen, Georges Benjamin, Beth Francesco",1
438,public_health,Rachel Reichardt,1
439,public_health,"Tedros Ghebreyesus, Tedros",1
440,public_health,"Peter Witz, Jen Chavez, Dave Miller, Lucy Sepa, Lucy",1
441,public_health,"Suite, Morgan Anderson",1
442,public_health,"Hu Guang, Xi Jinping",1
443,public_health,"Claire Jessup, Tim Welborn",1
444,public_health,"Robert Kennedy, Susan Kressly, Andrew Nixon, Richard Iv, Paul Revere",1
445,public_health,Dt Nguyen,1
446,public_health,"Jaclyn Bowen, Jennifer Bransford, Julianne Hogan-Smith",1
447,public_health,"Brayton Llp, Fazio Et, Environ, Jenny Houlroyd, Jane Fazio, Fazio Jc, Gandhi Sa, Al., Jama Med, Rose C, Mmwr Morb, Jama Med., Dashboard, Cavalin C, Hesa Mag, Semantha Norris, Adele Ferguson, Angus Thompson",1
448,public_health,,0
449,public_health,"Gym Hums, Zhang Pengfei, Guo Xiaoyu, Guo, Lei Haichao, Lei, Wang Yi, Wei Pengfei",1
450,health_campaign,"Amelia Sanchez, Charbell, Leonardo Cordeiro, Venda Nova",1
451,public_health,"Bonnie Henry, Lynora Saxinger, Robert Strang, Nicole Ireland",1
452,public_health,"Calle Juventud, Font-Ribera Al., Fernando Canarias, Font-Ribera Al, Strong Institutions, Gran Canaria",1
453,public_health,"Placide Mbala-Kingebeni, Boghuma Titanji, Cris Osako, Kacita Osako, Dimie Ogoina, Michael Ryan, Cheng, Mark Banchereau",1
454,public_health,"Daniel Chang, Sam Whitehead",1
455,public_health,"Kim Ogg, Barbie Robinson, Sean Teare, Robsinson, Rodney Ellis, Lina Hidalgo, Kprc All, George Bush, Obama",1
456,public_health,"Peter Marks, Robert Kennedy",1
457,public_health,"Hannah Frizzell, Kenneth Bagley, Kristyn Aalto, Orlance, Deborah Fuller",1
458,public_health,"Macarena C., Lauren Rossen, Kevin Matthews, Gery Guy, Cheryll Thomas, Linda Schieb, Michael Iademarco",1
459,public_health,"Omani Carson, Niko Mihic, Morad Fareed, Mother Founder, Delos, Jenn Jimenez",1
460,public_health,"Carolyn Kinkade, Emily Barrett, The Endowed",1
461,health_campaign,"Abiomed, Accurary, Atlantis Strength",1
462,public_health,"Avian Pandemic, Peter Mccullough, Nigel Farage, Xavier Becerra, Emergency Authorizations, Tedros Ghebreyesus, Avian Flu, Ralph Norman, Bob Good, Stasys Jakeliunas, David Bell, Meryl Nass, Mat Staver, Philipp Kruse, Reggie Littlejohn, Kris Ullman, Stefano Gennarini, Frank Gaffney",1
463,public_health,,0
464,public_health,"Peggy Evans, Peggy, Ahmed Haque, Aledade",1
465,public_health,Rasella,1
466,public_health,"Steve Inskeep, Heam Martinez, Nana Bala",1
467,public_health,"George Stephanopoulos, Robin Roberts, Michael Strahan, Ginger Zee, Robin, Austin, Michael, Erielle",1
468,public_health,"Donald Trump, Robert Kennedy, Del Bigtree, Paul Offit, Matthew Dallek, Stanley Kubrick, Strangelove, Jack Ripper",1
469,public_health,"Sarah Kline, Faith Nassozi",1
470,public_health,"Lynne Katzmann, Jeanine Genauer",1
471,public_health,"Yinhai Cao, Sugar Twin",1
472,public_health,"Lavarne Burton, Kidney Week, Gus Bilirakis, Terri Sewell",1
473,public_health,"Competitive Landscape, Permobil, Ki Mobility, Shah",1
474,public_health,Xuesong Han,1
475,public_health,"Simply, Bob",1
476,public_health,,0
477,public_health,"Susan Monarez, Donald Trump",1
478,public_health,"Digimind, Laura Wood",1
479,public_health,"Lachnospira Clostridiales, Lachnospira, Illumina Miseq, Multianalyte Profiling, Milliplex, Mann, Whitney U, Rf, Kruskal, White, Ruminococcacea, Bifidobacterium, Weissella, Prevotella, Rump Cycle, Rump, Chapman Al",1
480,world_health_leadership,Archynetys,1
481,public_health,"Ron Desantis, Daniella Cava, Levine Cava, Robert Kennedy, Joseph Ladapo",1
482,public_health,"Jimmy Carter, Serge Mbilo, Renee Nsamba",1
483,world_health_leadership,,0
484,public_health,"Donald Trump, Dave Anthony, Philip North, Ramsey, Jade Warshaw, Rachel Cruz, John, Don, Milton",1
485,public_health,"Donald Trump, Henry Mcmaster, Julie Edwards, Ruben Gutierrez, Escolastica Harrison, John Roberts",1
486,public_health,"United Digestive, John Suh, Kyle Etzkorn, Christa Newton, Michael Dragutsky, Mitesh Rao",1
487,public_health,"Jason Guy, Nasa, Kellianne",1
488,health_campaign,"Donald Trump, Mario Harper, Stephen Massey, Carl Schmid",1
489,public_health,"Tom Vilsack, Xavier Becerra, Ahmed Aboulenein, Tom Polansek, Bill Berkrot",1
490,public_health,"Geen Fisher, Evan Dawson, Slash, Raquel Stephen, Veles Brown, Lls Brown, Andrew Cox, Andy, Velez Brown, Cox, Righ Junior, Ian, Youtube Ariel, Verlin, Marianna Veles, Dave Brown, Andy Cox, Marilena Brown, Mike Mendoza",1
491,public_health,Nicole Leary,1
492,public_health,"Lebron James, Kevin, Lemon Wing, Crispy, Magic And, Yale Hills, Stephanie",1
493,public_health,"Nicolas Stephan, Larchmont Dr",1
494,public_health,"Annovis' Founder, Maria Maccecchini, Scott Shipman, Jane King, Annovis, Annovis Bio",1
495,public_health,"Xavier Becerra, Tedros Ghebreyesus, Joe Biden, Roland Driece, Globalist Elite",1
496,public_health,"Vet Murphy, Patrick Kennedy, Arthur Brooks, Lurie Goatley, Jean Twenge, Nedra Glover, Kristin, Vivek Murthy, Chris, Kristen",1
497,public_health,"Yu Xuefeng, Wang Jing",1
498,public_health,Rik Peeperkorn,1
499,public_health,"Robert Kennedy, Marco Rubio, Donald Trump, Lawrence Gostin, Secretaries Kennedy",1
500,public_health,Qfs Qanoninfluencer,1
501,public_health,"Generate Aerosol, Controller, Ravi Kapur, Wallace St",1
